LLNR,Name,Position,Characteristic,Height,Range,Structure,Remarks
30580.9,Steinhatchee River Daybeacon 48,"29-40-07.308N, 083-23-13.361W",,,,TR on pile.,
30580.8,Steinhatchee River Light 47,"29-40-14.054N, 083-23-19.209W",Q G,16,4,SG on pile.,
30580.7,Steinhatchee River Shoal Daybeacon,"29-40-15.333N, 083-23-24.482W",,,,NW on pile.,
30580.6,Steinhatchee River Daybeacon 46,"29-40-14.229N, 083-23-22.927W",,,,TR on pile.,
30580.5,Steinhatchee River Daybeacon 45,"29-40-15.759N, 083-23-28.920W",,,,SG on pile.,
30580.3,Steinhatchee River Light 42,"29-40-15.289N, 083-23-39.584W",Q R,16,4,TR on pile.,
30585,Big Grassy Island Bird Rack Obstruction Daybeacon,"29-43-09.000N, 083-34-22.500W",,,,NW on platform worded DANGER OBSTRUCTION.,
30590,Fish Creek Bird Rack Obstruction Daybeacon,"29-47-10.000N, 083-37-15.000W",,,,NW on platform worded DANGER OBSTRUCTION.,
30600,Keaton Beach Daybeacon 2,"29-48-51.425N, 083-37-21.332W",,,,TR on pile.,
30605,Keaton Beach Daybeacon 3,"29-48-53.755N, 083-36-58.674W",,,,SG on pile.,
30610,Keaton Beach Daybeacon 4,"29-48-55.397N, 083-36-44.618W",,,,TR on pile.,
30615,Keaton Beach Daybeacon 4A,"29-48-56.542N, 083-36-36.866W",,,,TR on pile.,
30620,Keaton Beach Light 5,"29-48-57.295N, 083-36-35.634W",Fl G 4s,16,5,SG on pile.,
30625,Keaton Beach Daybeacon 6,"29-48-54.895N, 083-36-19.854W",,,,TR on pile.,
30630,Keaton Beach Light 8,"29-48-52.435N, 083-36-01.794W",Fl R 2.5s,16,5,TR on pile.,
30635,Keaton Beach Daybeacon 10,"29-48-52.495N, 083-35-49.854W",,,,TR on pile.,
30640,Keaton Beach Light 11,"29-48-53.193N, 083-35-48.892W",Q G,16,4,SG on pile.,
30645,Keaton Beach Daybeacon 12,"29-48-52.135N, 083-35-48.114W",,,,TR on pile.,
30650,Keaton Beach Daybeacon 13,"29-48-50.995N, 083-35-44.034W",,,,SG on pile.,
30655.1,Keaton Beach Lighted Buoy 14,"29-48-50.253N, 083-35-43.496W",Q R,,4,Red.,
30660,Keaton Beach Daybeacon 15,"29-48-50.613N, 083-35-42.358W",,,,SG on pile.,
30665,Keaton Beach Light 16,"29-48-53.035N, 083-35-35.934W",Fl R 4s,16,5,TR on pile.,
30670,Keaton Beach Daybeacon 17,"29-48-54.235N, 083-35-36.294W",,,,SG on pile.,
30675,Keaton Beach Daybeacon 18,"29-48-59.335N, 083-35-32.634W",,,,TR on pile.,
30680,Keaton Beach Light 19,"29-49-02.755N, 083-35-31.262W",Fl G 2.5s,16,5,SG on pile.,
30685,Keaton Beach Daybeacon 20,"29-49-01.915N, 083-35-30.234W",,,,TR on pile.,
30687,Keaton Beach Canal West Obstruction Buoy,"29-49-07.380N, 083-35-35.280W",,,,Orange and white bands with orange diamond; can.,
30688,Keaton Beach Canal E Obstruction Buoy,"29-49-05.460N, 083-35-34.920W",,,,Orange and white bands with orange diamond; can.,
30700,Dekle Beach Bird Rack Obstruction Daybeacon,"29-49-48.000N, 083-38-30.000W",,,,NW on platform worded DANGER OBSTRUCTION.,
30705,Spring Warrior Creek Approach Light SW,"29-55-21.000N, 083-41-12.000W",Q W,15,,NR on dolphin.,
30710,Fenholoway River Approach Light FR,"29-58-34.766N, 083-47-17.552W",Q W,,,NR on dolphin.,
30715,Punta Borinquen Light,"18-29-49.849N, 067-08-55.564W",Fl (2)W 15s,292,14,Gray cylindrical tower.,
30720,Arecibo Light,"18-28-55.090N, 066-41-55.333W",Fl W 5s,120,11,White hexagonal tower attached to square flat roofed dwelling.,
30721,Arecibo North Jetty Light 1,"18-28-40.669N, 066-42-05.092W",F G,16,1,SG on Pile on Jetty,
30722,Arecibo South Jetty Light 2,"18-28-40.682N, 066-42-05.091W",F R,16,1,TR on pile on jetty.,
30723,Waverider Lighted Buoy G,"18-29-27.060N, 066-42-01.861W",,,,Yellow sphere with antenna.,Private aid.
30725,Puerto Arecibo Buoy 1,"18-28-47.749N, 066-42-17.904W",,,,Green can.,
30730,Puerto Arecibo Buoy 2,"18-28-42.649N, 066-42-23.064W",,,,Red nun.,
30733,Puerto Arecibo Buoy 4,"18-28-40.643N, 066-42-15.602W",,,,Red nun.,
30734,Puerto Arecibo Buoy 6,"18-28-44.223N, 066-42-09.708W",,,,Red nun.,
30735,Puerto San Juan Light,"18-28-15.589N, 066-07-24.967W",Fl (3)W 40s,169,11,Buff colored square tower octagonal base on Morro Castle.,Obscured from 281° to 061°.
30736.3,Bahia De San Juan FAD Lighted Buoy D,"18-32-15.800N, 066-03-39.000W",Q Y,,,Yellow.,
30736.4,Bahia De San Juan FAD Lighted Buoy E,"18-34-44.900N, 066-12-00.600W",Fl Y 2.5s,,,Yellow.,
30736.5,Bahia De San Juan FAD Lighted Buoy F,"18-35-23.200N, 066-17-12.500W",Fl Y 6s,,,Yellow.,
30736.6,Bahia De San Juan FAD Lighted Buoy G,"18-34-54.000N, 066-21-36.000W",Q Y,,,Yellow.,
30737,University of Puerto Rico Data Lighted Buoy B,"18-28-28.200N, 066-05-57.000W",Fl Y 4s,,,Yellow.,
30745,Bahia De San Juan Range Front Light,"18-27-25.530N, 066-07-42.424W",Iso R 2s,27,,On skeleton tower on piles.,AIS: MMSI 993672172 Visible 1.5° each side of range line. Lighted throughout 24 hours.
30745.5,Bahia De San Juan Range Front Passing Light,"18-27-25.503N, 066-07-42.438W",Fl W 6s,,5,On same structure as Bahia De San Juan Range Front Light.,Visible all around.
30750,Bahia De San Juan Range Rear Light,"18-27-18.392N, 066-07-42.552W",Oc R 4s,48,,On skeleton tower on piles.,AIS: MMSI 993672173 Visible 1.5° each side of rangeline. Lighted throughout 24 hours.
30760,Bahia De San Juan Lighted Buoy 2,"18-28-19.812N, 066-07-46.323W",Fl R 4s,,5,Red.,AIS: MMSI 993672167
30765,Bahia De San Juan Lighted Buoy 3,"18-28-17.840N, 066-07-36.444W",Fl G 4s,,5,Green.,AIS: MMSI 993672168
30770,Bahia De San Juan Lighted Buoy 4,"18-28-09.907N, 066-07-45.782W",Fl R 2.5s,,5,Red.,
30775,Bahia De San Juan Lighted Buoy 5,"18-28-10.363N, 066-07-37.663W",Fl G 2.5s,,5,Green.,
30780,Bahia De San Juan Lighted Buoy 6,"18-28-02.220N, 066-07-44.943W",Q R,,4,Red.,
30790,Bahia De San Juan Lighted Buoy 7,"18-27-59.995N, 066-07-33.270W",Q G,,3,Green.,AIS: MMSI 993672169
30795,Bahia De San Juan Lighted Buoy 8,"18-27-49.717N, 066-07-38.333W",Fl R 2.5s,,5,Red.,AIS: MMSI 993672170
30795.1,Bahia De San Juan Lighted Buoy 9,"18-27-50.246N, 066-07-26.342W",Fl G 2.5s,,5,Green.,
30800,Bahia De San Juan Lighted Buoy 10,"18-27-32.622N, 066-07-18.351W",Fl R 4s,,5,Red.,
30805,Bahia De San Juan Lighted Buoy 11,"18-27-30.110N, 066-07-01.642W",Q G,,4,Green.,
30810,Bahia De San Juan Lighted Buoy 13,"18-27-11.498N, 066-06-35.996W",Fl G 4s,,5,Green.,AIS: MMSI 993672171
30815,San Juan Harbor Anchorage F Lighted Buoy A,"18-27-00.827N, 066-06-58.972W",Fl Y 2.5s,,4,Yellow.,
30820,Bahia De San Juan Lighted Buoy 14,"18-27-00.359N, 066-06-42.336W",Q R,,4,Red.,
30825,Tmt Outer Dolphin Obstruction Light,"18-27-03.804N, 066-06-11.598W",Q W,,,On mooring dolphin.,
30830,Tmt Middle Dolphin Obstruction Light,"18-27-03.804N, 066-06-11.598W",Q W,,,On mooring dolphin.,
30835,San Juan Harbor Anchorage E Buoy A,"18-27-14.185N, 066-06-23.889W",,,,Yellow can.,
30845,Army Terminal Channel Lighted Buoy A,"18-26-55.181N, 066-06-25.496W",Fl (2+1)G 6s,,5,Green and red bands.,
30850,Army Terminal Channel Lighted Buoy 2,"18-26-46.676N, 066-06-34.631W",Fl R 2.5s,,5,Red.,AIS: MMSI 993672162
30855,Army Terminal Channel Lighted Buoy 3,"18-26-46.154N, 066-06-29.864W",Fl G 4s,,5,Green.,AIS: MMSI 993672163
30860,Army Terminal Channel Lighted Buoy 4,"18-26-30.797N, 066-06-34.063W",Fl R 4s,,5,Red nun.,
30862,Army Terminal Northeast Light,"18-25-46.800N, 066-06-29.700W",Fl W 4s,,,On pier.,
30863,Army Terminal Northwest Light,"18-25-46.800N, 066-06-29.700W",Fl W 4s,,,On pier.,
30865,Army Terminal Channel Range Front Light,"18-25-39.901N, 066-06-28.253W",Q R,35,,KRW on tower.,AIS: MMSI 993672164 Visible 1.5° each side of rangeline.
30870,Army Terminal Channel Range Rear Light,"18-25-28.622N, 066-06-27.515W",Oc R 4s,59,,KRW on tower.,AIS: MMSI 993672165 Visible 1.5° each side of rangeline.
30875,Army Terminal Channel Lighted Buoy 5,"18-26-30.186N, 066-06-28.814W",Fl G 6s,,5,Green.,
30880,Army Terminal Channel Lighted Buoy 6,"18-26-14.023N, 066-06-33.164W",Fl R 2.5s,,5,Red.,
30885,Army Terminal Channel Lighted Buoy 7,"18-26-10.272N, 066-06-27.668W",Fl G 4s,,5,Green.,
30885.5,Army Terminal Channel Lighted Buoy 7A,"18-26-03.668N, 066-06-25.665W",Fl G 2.5s,,5,Green.,
30890,Army Terminal Channel Turning Basin Lighted Buoy 9,"18-25-56.943N, 066-06-18.935W",Fl G 2.5s,,5,Green.,AIS: MMSI 993672166
30895,Puerto Nuevo Channel Lighted Buoy 1,"18-25-56.385N, 066-06-08.620W",Fl G 4s,,5,Green.,AIS: MMSI 993672178
30900,Puerto Nuevo Channel Range Front Light,"18-26-28.033N, 066-05-10.376W",Q R,47,,KRW on tower on piles.,AIS: MMSI 993672179 Visible 2° each side of rangeline.
30905,Puerto Nuevo Channel Range Rear Light,"18-26-37.637N, 066-04-54.022W",Oc R 4s,79,,KRW on tower.,AIS: MMSI 993672180 Visible 1.5° each side of rangeline.
30910,Puerto Nuevo Channel Lighted Buoy 3,"18-26-08.273N, 066-05-48.940W",Fl G 4s,,5,Green.,
30915,Puerto Nuevo Channel Lighted Buoy 5,"18-26-23.175N, 066-05-23.214W",Q G,,4,Green.,
30920,Isla Grande Pier 16 Southeast Light,"18-26-52.500N, 066-05-12.000W",Fl W 4s,,,On pier.,
30930,Isla Grande Pier 16 Southwest Light,"18-26-55.000N, 066-05-17.000W",Fl W 4s,,,,
31060,Graving Dock Channel Range Front Light,"18-26-27.054N, 066-04-59.378W",Q G,40,,KRW on skeleton tower.,AIS: MMSI 993672176 Visible 1.5° each side of rangeline.
31065,Graving Dock Channel Range Rear Light,"18-26-25.317N, 066-04-54.575W",Oc G 4s,84,,KRW on tower.,AIS: MMSI 993672177 Visible 1.5° each side of rangeline.
31070,Graving Dock Channel Lighted Buoy 1,"18-26-53.276N, 066-06-06.432W",Fl G 2.5s,,5,Green.,
31075,Graving Dock Channel Lighted Buoy 2,"18-26-40.230N, 066-05-42.986W",Fl R 4s,,5,Red.,AIS: MMSI 993672174
31080,Graving Dock Channel Lighted Buoy 3,"18-26-44.199N, 066-05-40.696W",Fl G 2.5s,,4,Green.,AIS: MMSI 993672175
31085,Graving Dock Channel Lighted Buoy 4,"18-26-34.536N, 066-05-23.010W",Q R,,5,Red.,
31085.5,Graving Dock Channel Turning Basin Light 5,"18-26-35.287N, 066-05-10.274W",Fl G 4s,10,5,SG on pile.,
31105,San Antonio Channel Pier 1 East Obstruction Light,"18-27-39.632N, 066-06-47.628W",F G,10,,On dolphin.,
31115,San Antonio Channel Pier 4 South Obstruction Light,"18-27-44.000N, 066-06-37.370W",F G,,,On pier.,
31120,Caballo Channel Range Front Light (1),"18-26-40.804N, 065-59-52.595W",F R,20,,Red and orange diamond daymark.,
31125,Caballo Channel Range Rear Light (1),"18-26-40.804N, 065-59-52.595W",F R,25,,Red and orange round daymark.,
31130,Boca De Cangrejos Lighted Buoy BC,"18-28-07.620N, 066-00-39.160W",Mo (A) W,,6,Red and white stripes with red spherical topmark.,Use only with local knowledge.
31145,La Llave Buoy 1,"18-25-43.000N, 065-48-38.000W",,,,Green can.,
31150,La Llave Buoy 2,"18-25-40.500N, 065-48-43.000W",,,,Red nun.,
31155,Cabo San Juan Light,"18-22-53.524N, 065-37-05.184W",Fl W 15s,260,11,Cylindrical tower on front of white rectangular dwelling; black band around base.,
31160,Las Cucarachas Light,"18-24-01.232N, 065-36-40.787W",Fl W 6s,38,5,NG on skeleton tower.,
31165,Las Croabas Buoy 1,"18-21-48.054N, 065-37-20.564W",,,,Green can.,
31170,Las Croabas Buoy 2,"18-21-49.073N, 065-37-20.146W",,,,Red nun.,
31175,Las Croabas Buoy 3,"18-21-50.368N, 065-37-22.916W",,,,Green can.,
31190,Punta Gorda East Seawall Light,"18-21-26.700N, 065-37-31.000W",F R,18,,TR on pile on seawall.,
31195,Punta Gorda West Seawall Light,"18-21-25.000N, 065-37-30.000W",F G,10,,SG on pile on seawall.,
31200,Fifteen-Foot Spot Lighted Buoy 1,"18-20-48.297N, 065-36-55.787W",Fl G 2.5s,,5,Green.,AIS: MMSI 993672188
31205,Bajo Onaway Buoy 3,"18-20-46.157N, 065-37-24.865W",,,,Green can.,AIS: MMSI 993672189
31210,Puerto Chico Marina Breakwater Light,"18-20-49.829N, 065-38-00.581W",F R,,,On pile.,
31230,Sea Lovers Pier Buoy West Light,"18-20-44.929N, 065-38-07.281W",F R,,,On pier pile.,
31235,Fajardo Harbor Pier Obstruction West Light,"18-20-04.831N, 065-37-46.581W",F R,,,On pile.,
31240,Isleta Marina Pier A Light,"18-20-21.130N, 065-37-18.581W",Q W,,,On pile.,
31245,Isleta Marina Pier B Light,"18-20-19.530N, 065-37-16.681W",F G,,,On pile.,
31250,Isleta Marina Pier C Light,"18-20-17.630N, 065-37-11.481W",F G,,,On pile.,
31255,Isleta Marina Pier D Light,"18-20-18.330N, 065-37-09.281W",F G,,,On pile.,
31260,Isleta Marina Daybeacon 2,"18-20-16.530N, 065-37-13.481W",,,,TR on pile.,
31265,Isla Palominos Lighted Buoy 2,"18-21-09.786N, 065-33-31.753W",Fl R 4s,,5,Red.,
31270,Isla Palominos Marina Buoy 1,"18-20-48.600N, 065-34-25.250W",,,,Green can.,
31275,Isla Palominos Marina Buoy 2,"18-20-47.500N, 065-34-25.500W",,,,Red nun.,
31280,Isla Palominos Marina Buoy 3,"18-20-47.500N, 065-34-17.150W",,,,Green can.,
31285,Isla Palominos Marina Buoy 4,"18-20-46.000N, 065-34-18.000W",,,,Red nun.,
31290,Isla Palominos Marina Buoy 5,"18-20-45.000N, 065-34-13.400W",,,,Green can.,
31295,Isla Palominos Marina Buoy 6,"18-20-44.000N, 065-34-14.500W",,,,Red nun.,
31300,Cayo Largo Buoy 1,"18-19-52.666N, 065-35-28.657W",,,,Green can.,
31305,Cayo Largo Lighted Buoy 1A,"18-18-53.348N, 065-35-19.147W",Fl G 4s,,5,Green.,
31310,Isla De Ramos Buoy 2,"18-18-38.074N, 065-35-54.186W",,,,Red nun.,
31315,Punta Barrancas Obstruction Daybeacon,"18-18-30.300N, 065-37-10.500W",,,,NW on pile worded DANGER REEF.,
31330,Puerto Del Rey Marina North Channel Light 4,"18-17-26.500N, 065-37-50.850W",Fl R 5s,10,,TR on pile.,
31335,Puerto Del Rey Marina North Channel Light 5,"18-17-21.000N, 065-37-55.000W",Fl G 5s,28,,SG on pile.,
31335.2,Puerto Del Ray North Channel Lighted Buoy 7,"18-17-24.000N, 065-38-00.000W",Q G,,,Green.,
31335.1,Puerto Del Ray North Channel Lighted Buoy 6,"18-17-25.800N, 065-37-55.800W",Q R,,,Red.,
31360,Bajos Largo Lighted Buoy 3,"18-17-41.714N, 065-34-50.397W",Fl G 2.5s,,5,Green.,
31365,Punta Figueras Buoy 4,"18-17-28.501N, 065-35-26.866W",,,,Red nun.,Buoy on edge of red sector of Cabeza de Perro Light.
31370,Roca Lavandera Del Oeste Buoy 5,"18-16-13.006N, 065-34-04.106W",,,,Green can.,
31375,Cabeza De Perro Light,"18-14-58.824N, 065-34-34.612W",Fl W 6s,80,8,NR on skeleton tower.,Red from 021° to 031° and 066° to 161°. Obscured from 031° to 066°.
31380,Bajos Chinchorro Del Sur Light,"18-14-03.286N, 065-31-09.292W",Fl W 4s,25,8,NR on tower on piles.,AIS: MMSI 993672186
31383,CariCOOS Data Lighted Buoy E,"18-15-34.140N, 065-27-24.540W",Fl Y 4s,,,Yellow.,
31385,Cabeza De Perro Lighted Buoy 7,"18-13-32.864N, 065-33-41.574W",Fl G 6s,,5,Green.,
31415,Vieques Southwest Channel Lighted Buoy 2,"18-10-06.091N, 065-36-23.047W",Fl R 2.5s,,5,Red.,
31430,Roosevelt Roads Harbor Channel Lighted Buoy 2,"18-12-12.583N, 065-36-23.912W",Fl R 6s,,5,Red.,
31445,Roosevelt Roads Harbor Channel Lighted Buoy 3,"18-12-10.885N, 065-36-38.286W",Fl G 4s,,5,Green.,
31460,Roosevelt Roads Harbor Channel Lighted Buoy 6,"18-12-57.473N, 065-37-11.147W",Fl R 2.5s,,5,Red.,
31465,Roosevelt Roads Harbor Channel Lighted Buoy 7,"18-12-51.109N, 065-37-18.732W",Fl G 4s,,5,Green.,
31490,Roosevelt Roads Pier 3 East Light,"18-13-22.100N, 065-37-10.200W",F R,10,,On pier.,Maintained by U. S. Navy.
31495,Roosevelt Roads Pier 2 East Light,"18-13-40.200N, 065-37-11.200W",F R,10,,On pier.,Maintained by U. S. Navy.
31520,Bajo Blake South Buoy 3,"18-20-25.401N, 065-31-52.474W",,,,Green can.,
31525,Cayo Lobito Light,"18-19-59.852N, 065-23-30.573W",Fl W 6s,110,8,NR on skeleton tower.,
31527,Caballo Blanco Light,"18-10-19.400N, 065-28-02.800W",Q W,12,,,
31530,Punta Mulas Light,"18-09-16.014N, 065-26-37.491W",Oc R 4s,68,7,White octangonal tower on top of flat-roofed dwelling.,
31535,Sonda De Vieques Obstruction Lighted Buoy Lae,"18-09-04.864N, 065-26-38.571W",,,,Black and red bands.,
31550,Radas Roosevelt Passage Lighted Buoy 1,"18-10-59.629N, 065-28-11.936W",Fl G 2.5s,,5,Green.,AIS: MMSI 993672187
31565,Radas Roosevelt Passage Lighted Buoy 3,"18-09-56.946N, 065-31-00.329W",Fl G 6s,,5,Green.,
31570,Radas Roosevelt Passage Lighted Buoy 4,"18-10-17.073N, 065-31-06.772W",Fl R 2.5s,,5,Red.,
31600,Canal Del Este Buoy 2,"18-16-36.463N, 065-15-05.785W",,,,Red nun.,
31605,Cabezas Crespas Lighted Buoy 3,"18-16-50.860N, 065-15-24.061W",Fl G 4s,,5,Green.,
31610,Cabezas Puercas Buoy 4,"18-17-02.059N, 065-15-18.060W",,,,Red nun.,
31615,Isla De Culebra Outer Range Front Daybeacon,"18-17-38.010N, 065-16-57.245W",,,,KRW on skeleton tower.,
31620,Isla De Culebra Outer Range Rear Daybeacon,"18-17-47.729N, 065-17-18.410W",,,,KRW on skeleton tower.,
31625,Bajo Grouper Buoy 5,"18-17-05.879N, 065-15-59.141W",,,,Green can.,
31630,Bajo Camaron Buoy 6,"18-17-08.212N, 065-15-47.388W",,,,Red nun.,
31635,Bajo Snapper Lighted Buoy 8,"18-17-21.706N, 065-16-17.519W",Q R,,4,Red.,
31640,Isla De Culebra Inner Range Front Daybeacon,"18-18-26.491N, 065-17-14.888W",,,,KRW on skeleton tower.,
31645,Isla De Culebra Inner Range Rear Daybeacon,"18-18-54.282N, 065-17-37.134W",,,,KRW on skeleton tower.,
31650,Punta Carenero Buoy 10,"18-17-36.426N, 065-16-33.411W",,,,Red nun.,
31655,Punta Colorada Lighted Buoy 9,"18-17-35.597N, 065-16-35.068W",Fl G 4s,,5,Green.,
31660,Punta Carenero Buoy 12,"18-17-46.038N, 065-16-40.333W",,,,Red nun.,
31665,Punta Cabras Buoy 14,"18-18-00.744N, 065-16-51.107W",,,,Red nun.,
31670,Bajo Amarillo Lighted Buoy 2,"18-16-39.980N, 065-16-30.772W",Fl R 4s,,5,Red.,
31675,Punta Del Soldado Light,"18-16-40.900N, 065-17-13.304W",Fl W 2.5s,65,5,NR on tower.,
31683,North St Thomas Lighted Buoy H,"18-38-20.760N, 064-58-46.320W",Fl Y 4s,,,Yellow sphere.,
31685,Isla Culebrita Light,"18-18-49.333N, 065-13-38.701W",Fl W 10s,305,14,Stone-colored cylindrical tower with red trim on flat-roofed dwelling.,Obscured by N.E. Cay from 125° to 142°.
31690,Savana Island Light,"18-20-14.634N, 065-04-58.717W",Fl W 4s,300,5,White tower.,
31695,Sail Rock Lighted Buoy 1,"18-17-02.545N, 065-06-30.669W",Fl G 6s,,5,Green.,
31700,Bajos Grampus South Lighted Buoy 2,"18-15-24.088N, 065-11-42.148W",Fl R 4s,,5,Red.,
31705,Punta Este Light,"18-08-07.351N, 065-16-04.892W",Fl W 6s,43,9,,
31725,Palmas del Mar Harbor Entrance Light 1,"18-04-34.950N, 065-47-46.010W",Fl G 6s,,,SG on pile.,
31730,Palmas del Mar Harbor Entrance Light 2,"18-04-36.710N, 065-47-45.670W",Q W,,,TR on pile.,Red from 203.5° to 295°.
31735,Palmas del Mar Yacht Club Light 4,"18-04-37.200N, 065-47-47.720W",Fl R 2.5s,,,TR on pile.,
31740,Palmas del Mar Yacht Club Light 6,"18-04-39.820N, 065-47-52.850W",Fl R 4s,,,TR on pile.,
31745,Puerto Yabucoa Channel Range Front Light,"18-03-16.474N, 065-50-10.681W",Q G,,,KRW on tower.,Visible 1° each side of rangeline.
31750,Puerto Yabucoa Channel Range Rear Light,"18-03-28.772N, 065-50-35.982W",Iso G 6s,,,KRW on tower.,Visible 1° each side of rangeline.
31755,Puerto Yabucoa Channel Lighted Buoy 2,"18-02-32.479N, 065-48-32.779W",Fl R 4s,,,Red.,
31760,Puerto Yabucoa Channel Lighted Buoy 3,"18-02-29.579N, 065-48-42.979W",Q G,,,Black.,
31765,Puerto Yabucoa Channel Light 5,"18-02-40.578N, 065-49-03.379W",Fl G 4s,,,SG on dolphin.,Ra ref.
31770,Puerto Yabucoa Channel Light 6,"18-02-45.508N, 065-49-00.325W",Fl R 4s,,,TR on dolphin.,Ra ref.
31775,Puerto Yabucoa Channel Light 7,"18-02-51.484N, 065-49-27.854W",Fl G 4s,,,SG on pile.,Ra ref.
31780,Puerto Yabucoa Channel Light 8,"18-02-57.954N, 065-49-24.538W",Fl R 4s,,,TR on pile.,Ra ref.
31785,Puerto Yabucoa Channel Breakwater Light,"18-03-08.609N, 065-49-41.245W",F R,,,,Ra ref.
31790,Puerto Yubucoa Channel Light 10,"18-03-10.660N, 065-49-49.406W",Fl R 4s,,,TR on pile.,Ra ref.
31795,Puerto Yabucoa Channel Light 9,"18-03-02.686N, 065-49-50.552W",Fl G 4s,,,SG on pile.,Ra ref.
31800,Punta Tuna Light,"17-59-18.088N, 065-53-07.001W",Fl (2)W 30s,111,11,White octagonal tower on square flat-roofed dwelling.,
31810,Las Mareas Range Front Light,"17-56-16.884N, 066-09-16.598W",Q W,,,KRW on tower.,
31815,Las Mareas Range Rear Light,"17-56-34.883N, 066-09-16.598W",Iso W 6s,,,KRW on tower.,
31820,Las Mareas Lighted Buoy 1,"17-55-28.886N, 066-09-53.598W",Fl G 4s,,,Black.,
31825,Las Mareas Lighted Buoy 2,"17-55-23.886N, 066-09-42.598W",Fl R 2.5s,,,Red.,
31830,Las Mareas Light 3,"17-55-46.885N, 066-09-42.598W",Fl G 4s,,,SG on pile.,
31835,Las Mareas Light 4,"17-55-42.886N, 066-09-35.598W",Fl R 2.5s,,,TR on tower.,
31840,Las Mareas Articulated Light 5,"17-55-54.885N, 066-09-36.598W",Q G,,,On mast.,
31845,Las Mareas Light 6,"17-55-48.385N, 066-09-30.098W",Q R,,,TR on pile.,
31850,Las Mareas Pier Light (3),"17-56-05.887N, 066-37-16.121W",F R,,,On dolphin.,
31855,Bahia De Jobos Light,"17-56-01.651N, 066-16-58.282W",Fl W 2.5s,28,5,NR on pile.,
31860,Bahia De Jobos Buoy 2,"17-55-52.603N, 066-16-20.241W",,,,Red nun.,
31862,Bahia De Jobos Buoy 3,"17-55-54.014N, 066-15-49.998W",,,,Green can.,
31865,Cayo Puerca Buoy 5,"17-55-29.899N, 066-14-18.600W",,,,Green can.,
31880,Bahia De Jobos East Pipe Obstruction Light,"17-56-00.884N, 066-13-40.102W",Q R,,,On piles.,
31885,Bahia De Jobos Pipe West Obstruction Light,"17-56-00.884N, 066-13-40.602W",Q R,,,On piles.,
31890,Aguirre Power Plant Lighted Buoy 1,"17-55-52.020N, 066-13-47.280W",Q G,,,Green.,
31895,Aguirre Power Plant Lighted Buoy 2,"17-55-54.000N, 066-13-39.000W",Q R,,,Red.,
31900,Aguirre Power Plant Lighted Buoy 3,"17-56-04.000N, 066-13-38.000W",Fl G 4s,,,Green.,
31905,Aguirre Power Plant Lighted Buoy 4,"17-56-03.000N, 066-13-36.000W",Fl R 4s,,,Red.,
31910,Aguirre Power Plant Lighted Buoy 5,"17-56-46.082N, 066-13-41.402W",Fl G 4s,,,Green.,
31915,Aguirre Power Plant Lighted Buoy 6,"17-56-53.182N, 066-13-26.002W",Fl R 4s,,,Red.,
31920,Aguirre Power Plant Lighted Buoy 8,"17-56-59.482N, 066-13-29.802W",Fl R 4s,,,Red.,
31925,Isla Caja De Muertos Light,"17-53-35.422N, 066-31-16.210W",Fl W 30s,297,10,Gray cylindrical tower on center of flat-roofed dwelling.,
31927,Ponce Yacht &amp; Fishing Club Special Purpose Buoy A,"17-55-20.000N, 066-33-53.000W",,,,Yellow can.,
31930,Ponce Yacht Club Racing Buoy,"17-53-49.600N, 066-31-28.800W",,,,Yellow can.,
31935,Barcaza Pier Light,"17-53-09.500N, 066-31-45.000W",Fl R 6s,,,On pier.,
31940,Rio Bucana East Jetty Light,"17-58-01.883N, 066-36-00.620W",Fl W 5s,,,On a tripod.,
31941,University of Puerto Rico Data Lighted Buoy A,"17-51-36.600N, 066-31-25.200W",Fl Y 4s,,,Yellow,
31950,Isla De Cardona Light,"17-57-24.399N, 066-38-06.131W",Fl W 4s,46,8,White cylindrical tower on center of front of flatroofed dwelling.,
31955,Bahia De Ponce Lighted Buoy 1,"17-55-59.714N, 066-38-12.217W",Fl G 4s,,4,Green.,AIS: MMSI 993672628
31960,Bahia De Ponce Range Front Light,"17-58-26.112N, 066-37-18.753W",Fl G 2.5s,18,,On pile.,AIS: MMSI 993672192 Visible 1.5º each side of rangeline. Lighted throughout 24 hours.
31965,Bahia De Ponce Range Rear Light,"17-58-46.287N, 066-37-13.108W",Iso G 6s,48,,On skeleton tower.,AIS: MMSI 993672193 Visible 1.5º each side of rangeline. Lighted throughout 24 hours.
